search_term,title,length,url,relevance
Albedo quest Princeps Cretaceus Princeps Cretaceus gameplay,Albedo AR40 Story Quest - Princeps Cretaceus Chapter [ENG DUB] | Genshin Impact,51:43,https://www.youtube.com/watch?v=pVGDSemCpmo,85.71428571428571
Albedo quest Princeps Cretaceus Princeps Cretaceus gameplay,The Princeps Cretaceus Chapter | Albedo's Story Quest | Genshin Impact,74:52,https://www.youtube.com/watch?v=Gljzz8ql3VI,85.71428571428571
Albedo quest Princeps Cretaceus Princeps Cretaceus gameplay,Genshin Impact | Albedo Story Quest | Princeps Cretaceus Chapter | HD Quality,88:35,https://www.youtube.com/watch?v=eEp-l18ClwA,85.71428571428571
Albedo quest Princeps Cretaceus Princeps Cretaceus gameplay,Genshin Impact - Albedo Story Quest / Princeps Cretaceus Chapter Act 1,85:50,https://www.youtube.com/watch?v=-5kt6AK0tfo,85.71428571428571
Albedo quest Princeps Cretaceus Princeps Cretaceus gameplay,Princeps Cretaceus || Albedo's Quest(02),8:11,https://www.youtube.com/watch?v=AqFnQ88Blok,85.71428571428571
Albedo quest Princeps Cretaceus Princeps Cretaceus gameplay,Albedo - Princeps Cretaceus Chapter: Act I,55:38,https://www.youtube.com/watch?v=v3_D8JbrTcM,71.42857142857143
Albedo quest Princeps Cretaceus Princeps Cretaceus gameplay,Albedo Story: Princeps Cretaceus Chapter: Act 1 - Traveler Observation Report | Genshin Impact,83:22,https://www.youtube.com/watch?v=wVS80jx9j_c,71.42857142857143
Albedo quest Princeps Cretaceus Princeps Cretaceus gameplay,Genshin Impact - Princeps Cretaceus Chapter: Act I Traveler Observation Report - Albedo Side Story,54:58,https://www.youtube.com/watch?v=c6G-21GkqLM,71.42857142857143
Albedo quest Princeps Cretaceus Princeps Cretaceus gameplay,Albedo’s Secret- Princeps Cretaceus Chapter: Act 1 | Genshin Impact,0:45,https://www.youtube.com/watch?v=CACaIPOZ_a8,71.42857142857143
Albedo quest Princeps Cretaceus Princeps Cretaceus gameplay,Princeps Cretaceus: Act 1 | Albedo's Character Story | Patch 1.2 | Genshin Impact,52:17,https://www.youtube.com/watch?v=7Y7Gdj8SIrU,71.42857142857143
Alhaitham quest Vultur Volans Vultur Volans gameplay,Alhaitham Story Quest Guide Walkthrough | Actual Gameplay | Vultur Volans | Genshin Impact 3.4,107:15,https://www.youtube.com/watch?v=hDRhLNfCbhE,100.0
Alhaitham quest Vultur Volans Vultur Volans gameplay,Vultur Volans: Part 3 - The Giga Jerk (Alhaitham Story Quest Act 1),40:18,https://www.youtube.com/watch?v=XNSwDSL5Fyk,85.71428571428571
Alhaitham quest Vultur Volans Vultur Volans gameplay,Ver 3.4 | Vultur Volans - Alhaitham Story Quest Walkthrough,88:16,https://www.youtube.com/watch?v=_dYCg8TsAGk,85.71428571428571
Alhaitham quest Vultur Volans Vultur Volans gameplay,[Genshin Impact] Alhaitham Story Quest - Vultur Volans Act 1 (The Ilusions of the Mob),129:41,https://www.youtube.com/watch?v=qQwiBd07Fks,85.71428571428571
Alhaitham quest Vultur Volans Vultur Volans gameplay,Genshin (Tamil) Alhaitham Story Quest Walkthrough - Vultur Volans Chapter,135:09,https://www.youtube.com/watch?v=m83D4lk0m7o,85.71428571428571
Alhaitham quest Vultur Volans Vultur Volans gameplay,Alhaitham Vultur Volans Full Story Quest,132:50,https://www.youtube.com/watch?v=24nKidt-pRo,85.71428571428571
Alhaitham quest Vultur Volans Vultur Volans gameplay,Alhaitham Story Quest |Vultur Volans Chapter.1:Act.1 |GENSHIN IMPACT,115:49,https://www.youtube.com/watch?v=40_-EvPeQWc,85.71428571428571
Alhaitham quest Vultur Volans Vultur Volans gameplay,Alhaitham story quest | Vultur Volans Chapter: Act 1,85:39,https://www.youtube.com/watch?v=lkpiB2lRyKg,85.71428571428571
Alhaitham quest Vultur Volans Vultur Volans gameplay,Alhaitham Story Quest Vultur Volans Chapter Act I | EU AR60,114:03,https://www.youtube.com/watch?v=BmN1_PskoZ8,85.71428571428571
Alhaitham quest Vultur Volans Vultur Volans gameplay,GENSHIN IMPACT | Vultur Volans | Act I - Illusions of the Mob | Alhaitham's Quest,105:28,https://www.youtube.com/watch?v=PJdP55Gsg3Q,85.71428571428571
Amber quest Lepus Lepus gameplay,"Amber Story Quest ""Lepus Chapter: Act I - Wind, Courage, and Wings""",40:15,https://www.youtube.com/watch?v=9llcXi2IIOg,80.0
Amber quest Lepus Lepus gameplay,"Lepus Chapter (Amber’s Quest): Act 1 - Wind, Courage, and Wings",37:01,https://www.youtube.com/watch?v=77l51qYMr-0,80.0
Amber quest Lepus Lepus gameplay,"Amber Story Quest | Lepus Chapter | Wind, Courage, and Wings | Genshin Impact",33:12,https://www.youtube.com/watch?v=bZL6nDsCxIw,80.0
Amber quest Lepus Lepus gameplay,Lepus Chapter : Act - 1 | Amber Story Quest,40:06,https://www.youtube.com/watch?v=k6_ma4JaR3o,80.0
Amber quest Lepus Lepus gameplay,"Amber Story Quest! Wind, Courage, and Wings | Lepus Chapter: Act I | Glide With the Wind  | Genshin",103:36,https://www.youtube.com/watch?v=Uk5zSNs1DBg,80.0
Amber quest Lepus Lepus gameplay,"Genshin Impact - AMBER STORY QUEST Lepus Chapter Act I - Wind, Courage, and Wings Part 5 Walkthrough",46:46,https://www.youtube.com/watch?v=LEsqcmXX5Eo,80.0
Amber quest Lepus Lepus gameplay,"[Story Quest] Amber - 5. Outrider Style - Lepus Act I: Wind, Courage, and Wings",8:25,https://www.youtube.com/watch?v=soDVQiXaJJ0,80.0
Amber quest Lepus Lepus gameplay,"Genshin Impact - How To Complete Amber Story Quest (Wind, Courage, And Wings) Lepus Chapter 1 Guide",15:18,https://www.youtube.com/watch?v=mJzKLlleN2o,80.0
Amber quest Lepus Lepus gameplay,"Genshin Impact -  Lepus Chapter (Amber), Act I: Wind, Courage, and Wings",22:36,https://www.youtube.com/watch?v=ra1R9tS_1us,60.0
Amber quest Lepus Lepus gameplay,Amber Story | Lepus Act I | English Audio | Genshin Impact | No Commentary,32:31,https://www.youtube.com/watch?v=4Pf5AYKg0f0,60.0
Arataki Itto quest Taurus Iracundus Taurus Iracundus gameplay,Arataki Itto Story Quest | Taurus Iracundus Chapter | Gameplay Walkthrough | Genshin Impact,82:25,https://www.youtube.com/watch?v=TSQTd3LwaO8,100.0
Arataki Itto quest Taurus Iracundus Taurus Iracundus gameplay,Itto Saves Takuya The Blue Oni Cutscene | Arataki Itto Story Quest | Taurus Iracundus Chapter,1:17,https://www.youtube.com/watch?v=UuL_HSkCo0o,87.5
Arataki Itto quest Taurus Iracundus Taurus Iracundus gameplay,Genshin Impact - (Arataki Itto) Main Story Quest - Taurus Iracundus Chapter: Act 1 Update 2.3,61:19,https://www.youtube.com/watch?v=gus489FW-Bs,87.5
Arataki Itto quest Taurus Iracundus Taurus Iracundus gameplay,Arataki Itto Story Quest Taurus Iracundus Chapter Act 1 Walkthrough,89:00,https://www.youtube.com/watch?v=nrS2yOZn0mM,87.5
Arataki Itto quest Taurus Iracundus Taurus Iracundus gameplay,Genshin Impact- Story Quest- Taurus Iracundus Chapter: Act I - Arataki Itto ( Part 3 of 3),50:47,https://www.youtube.com/watch?v=ry_-88I01ZA,87.5
Arataki Itto quest Taurus Iracundus Taurus Iracundus gameplay,Genshin Impact - Arataki Itto  - Taurus Iracundus  - Act 1 gameplay,94:54,https://www.youtube.com/watch?v=HOlMy1s3ghE,87.5
Arataki Itto quest Taurus Iracundus Taurus Iracundus gameplay,Genshin Impact- Story Quest-  Taurus Iracundus Chapter: Act I - Arataki Itto - ( Part 2 of 3),27:12,https://www.youtube.com/watch?v=V4s73M9lLJc,87.5
Arataki Itto quest Taurus Iracundus Taurus Iracundus gameplay,TAURUS IRACUNDUS CHAPTER ACT I ARATAKI ITTO STORY QUEST FULL,75:50,https://www.youtube.com/watch?v=qgVt-e8pJXg,87.5
Arataki Itto quest Taurus Iracundus Taurus Iracundus gameplay,Arataki Itto Story Quest Walkthrough Gameplay (Japanese Dub) | Genshin Impact,96:58,https://www.youtube.com/watch?v=sWJ8OFw88S8,50.0
Arataki Itto quest Taurus Iracundus Taurus Iracundus gameplay,"Itto Story Quest | Taurus Iracandus Chapter: Act 1 Rise Up, Golden Soul | Genshin Impact",80:24,https://www.youtube.com/watch?v=swvW9hAfSuw,50.0
Arlecchino quest Ignis Purgatorius Ignis Purgatorius gameplay,"Arlecchino's Story Quest, Ignis Purgatorius Chapter: Act 1",138:26,https://www.youtube.com/watch?v=D0SHlRJsaeQ,85.71428571428571
Arlecchino quest Ignis Purgatorius Ignis Purgatorius gameplay,Arlecchino's Story Quest || Ignis Purgatorius Full.,152:34,https://www.youtube.com/watch?v=B9ilMlrChdM,85.71428571428571
Arlecchino quest Ignis Purgatorius Ignis Purgatorius gameplay,Arlecchino Story Quest: Ignis Purgatorius | Genshin Impact CN Dub,123:52,https://www.youtube.com/watch?v=-EaXJM5Vi8Q,85.71428571428571
Arlecchino quest Ignis Purgatorius Ignis Purgatorius gameplay,"Arlecchino Story Quest ""Ignis Purgatorius Chapter - Act I: When the Hearth-Flame Goes Out""",154:13,https://www.youtube.com/watch?v=P4QrRy_3xIE,85.71428571428571
Arlecchino quest Ignis Purgatorius Ignis Purgatorius gameplay,Arlecchino Story Quest | Ignis Purgatorius Chapter: ACT 1 | Genshin Impact | 4K60,134:29,https://www.youtube.com/watch?v=2rbJE6xvAFo,85.71428571428571
Arlecchino quest Ignis Purgatorius Ignis Purgatorius gameplay,Paimon can eat a mountain! Arlecchino's Story Quest: Ignis Purgatorius ... | shifty_nivie on #Twitch,0:26,https://www.youtube.com/watch?v=8xIR18N8f2w,85.71428571428571
Arlecchino quest Ignis Purgatorius Ignis Purgatorius gameplay,The Knave Arlecchino Ignis Purgatorius Genshin Story Quest  #genshinimpact #twitch #genshin #shorts,0:36,https://www.youtube.com/watch?v=RerqlaB8NQ4,85.71428571428571
Arlecchino quest Ignis Purgatorius Ignis Purgatorius gameplay,Ignis Purgatorius: Arlecchino Story Quest Trailer! #shorts #genshinimpact #arlecchino,1:00,https://www.youtube.com/watch?v=ih24l7oPebw,85.71428571428571
Arlecchino quest Ignis Purgatorius Ignis Purgatorius gameplay,Arlecchino's Story quest - Ignis Purgatorius Chapter: Act 1 When the Hearth-Flame Goes out,133:34,https://www.youtube.com/watch?v=eugq5N9fsYQ,85.71428571428571
Arlecchino quest Ignis Purgatorius Ignis Purgatorius gameplay,[Character Story Quest Archive] Ignis Purgatorius Chapter - Act I (Arlecchino),144:29,https://www.youtube.com/watch?v=OhD_zFrNPL0,85.71428571428571
Baizhu quest Lagenaria Lagenaria gameplay,"Genshin 3.6 Character Quest - Baizhu, Lagenaria Chapter: Act 1 [No Commentary & Full Gameplay]",102:31,https://www.youtube.com/watch?v=YhfchmEuBww,100.0
Baizhu quest Lagenaria Lagenaria gameplay,"Baizhu Story Quest ""Lagenaria Chapter - Act I: The Heart of Healing""",103:54,https://www.youtube.com/watch?v=0goRSzH8gcU,80.0
Baizhu quest Lagenaria Lagenaria gameplay,Baizhu Story Quest Full Story 4K | The Heart of Healing Lagenaria Chapter: Act I Genshin Impact 3.6,96:45,https://www.youtube.com/watch?v=sQgzb9e9XTo,80.0
Baizhu quest Lagenaria Lagenaria gameplay,Baizhu Story Quest (Full Quest) Lagenaria Chapter Act 1 | Genshin Impact,98:50,https://www.youtube.com/watch?v=tH9Nkh5FpAY,80.0
Baizhu quest Lagenaria Lagenaria gameplay,Baizhu Story Quest (Full Quest) Lagenaria Chapter  Act 1 | Genshin Impact,89:35,https://www.youtube.com/watch?v=aMxkfAMWC0o,80.0
Baizhu quest Lagenaria Lagenaria gameplay,Genshin Impact 3.6 Special Program Recap | Baizhu Story Quest - Lagenaria Chapter: Act 1,0:12,https://www.youtube.com/watch?v=dYXKJYAX9A0,80.0
Baizhu quest Lagenaria Lagenaria gameplay,Baizhu Story Quest Full | Lagenaria Chapter: Act I The Heart of Healing | Genshin Impact,87:05,https://www.youtube.com/watch?v=ihzvs-aZqvo,80.0
Baizhu quest Lagenaria Lagenaria gameplay,Genshin Impact FULL Baizhu Story Quest | Lagenaria Chapter Act 1 The Heart of Healing,91:37,https://www.youtube.com/watch?v=ijhSEgLGMKg,80.0
Baizhu quest Lagenaria Lagenaria gameplay,[Character Quest] Baizhu Quest -  Lagenaria Chapter Act 1 - The Heart of Healing,99:28,https://www.youtube.com/watch?v=0-FwF_VdjwA,80.0
Baizhu quest Lagenaria Lagenaria gameplay,Baizhu Story Quest - The Heart of Healing (Lagenaria Chapter: Act 1),136:39,https://www.youtube.com/watch?v=Iz8ZRDBZaRs,80.0
Chiori quest Cisoria Cisoria gameplay,Chiori's Story Quest - Cisoria Chapter: Act I - Full Story Gameplay | Genshin Impact 4.5,104:46,https://www.youtube.com/watch?v=xyxT9E-TvuE,100.0
Chiori quest Cisoria Cisoria gameplay,Cisoria Chapter Chiori's Story Quest | Genshin Impact Story Quest Gameplay,91:56,https://www.youtube.com/watch?v=AFF8kqLeXe4,100.0
Chiori quest Cisoria Cisoria gameplay,Chiori Story Quest HD Complete | When They Talk About Tonight Cisoria Chapter Act I | Genshin Impact,96:36,https://www.youtube.com/watch?v=hlfwqux7cug,80.0
Chiori quest Cisoria Cisoria gameplay,Chiori's Story Quest Cisoria Chapter Genshin Impact  03|13|24,105:25,https://www.youtube.com/watch?v=rhmYJMmO7p4,80.0
Chiori quest Cisoria Cisoria gameplay,Full Chiori Story Quest Genshin Impact (Cisoria Chapter),98:19,https://www.youtube.com/watch?v=1kcba7ZYT_o,80.0
Chiori quest Cisoria Cisoria gameplay,"Chiori's Story Quest, Cisoria Chapter: Act 1",101:53,https://www.youtube.com/watch?v=-q76L3M1NKs,80.0
Chiori quest Cisoria Cisoria gameplay,Chiori Story Quest - Cisoria Chapter: Act 1 [FULL Dialogue + Cutscene] Genshin Impact,94:18,https://www.youtube.com/watch?v=5JXvSP-tst4,80.0
Chiori quest Cisoria Cisoria gameplay,Chiori Story Quest (Full Quest) Cisoria Chapter - When They Talk About Tonight | Genshin Impact 4.5,104:27,https://www.youtube.com/watch?v=_3riKUMJ9x0,80.0
Chiori quest Cisoria Cisoria gameplay,Chiori Story Quest | Cisoria Chapter: Act I,204:36,https://www.youtube.com/watch?v=grzh6lt0kTM,80.0
Chiori quest Cisoria Cisoria gameplay,Chiori Fashion Show Cutscene Animation | Story Quest Cisoria Chapter: Act I Ending | Genshin Impact,2:23,https://www.youtube.com/watch?v=ZSfOv9EHmH4,80.0
Clorinde quest Rapperia Rapperia gameplay,CLORINDE Story Quest: Rapperia Chapter: Act I - PART I (Gameplay) | Genshin Impact 4.7,10:41,https://www.youtube.com/watch?v=1q7ZA-aCwGk,100.0
Clorinde quest Rapperia Rapperia gameplay,"Clorinde story quest ""Rapperia Chapter Act 1"" | Genshin Imapct gameplay",130:37,https://www.youtube.com/watch?v=MNrNE_MXVg0,100.0
Clorinde quest Rapperia Rapperia gameplay,Clorinde Story Quest: Rapperia Act 1 Walkthrough (No Commentary),137:35,https://www.youtube.com/watch?v=HZ0stsv_KVM,80.0
Clorinde quest Rapperia Rapperia gameplay,Genshin Impact - Clorinde Story Quest - Rapperia Act 1: Silent Night,152:23,https://www.youtube.com/watch?v=8nOqkcZlI_Y,80.0
Clorinde quest Rapperia Rapperia gameplay,Genshin Impact - Clorinde Story Quest: Rapperia Chapter: Act One Silent Night (Full Game Play),133:58,https://www.youtube.com/watch?v=yj72fSBKaPY,80.0
Clorinde quest Rapperia Rapperia gameplay,Rapperia Chapter: Silent Night Act 1 (Clorinde Story Quest),134:25,https://www.youtube.com/watch?v=CdcvjE4VVP0,80.0
Clorinde quest Rapperia Rapperia gameplay,Clorinde Story Quest Rapperia Act.1 | Genshin Impact Walkthrough - JP Voice | 4K Ultrawide,137:34,https://www.youtube.com/watch?v=5O9rXjMOsQ4,80.0
Clorinde quest Rapperia Rapperia gameplay,"Clorinde Story Quest ""Rapperia Chapter - Act I: Silent Night""",151:39,https://www.youtube.com/watch?v=G0c7F7Ncq1Q,80.0
Clorinde quest Rapperia Rapperia gameplay,Clorinde Slays Dangerous Foe【STORY CUTSCENE】Rapperia Chapter Genshin Impact,3:10,https://www.youtube.com/watch?v=UXDctO3E8uE,60.0
Clorinde quest Rapperia Rapperia gameplay,El POEMA de FURINA ◈「 Extracto: Misión legendaria de Clorinde 」• Rapperia: Acto 1  GENSHIN IMPACT,2:41,https://www.youtube.com/watch?v=bD3z7i__B3Q,60.0
Cyno quest Lupus Aureus Lupus Aureus gameplay,SETHOS VERSUS CYNO Story Quest Lupus Aureus Chapter ACT 2 Full Gameplay,170:08,https://www.youtube.com/watch?v=RGTT63XTrD4,100.0
Cyno quest Lupus Aureus Lupus Aureus gameplay,Genshin Impact - Cyno Story Quest: Lupus Aureus Chapter: Act Two Oathkeeper (Full Game Play),159:40,https://www.youtube.com/watch?v=RSfx2KF02C4,85.71428571428571
Cyno quest Lupus Aureus Lupus Aureus gameplay,"Cyno, Story Quest Lupus Aureus Act 2: Oathkeeper (Part 1)",24:03,https://www.youtube.com/watch?v=JoloaDy3lmk,85.71428571428571
Cyno quest Lupus Aureus Lupus Aureus gameplay,Cyno & Traveler Escape Court Of Desolation Cutscene | Lupus Aureus Chapter Story Quest | Genshin 3.1,0:52,https://www.youtube.com/watch?v=3XjhaX4Sy48,85.71428571428571
Cyno quest Lupus Aureus Lupus Aureus gameplay,Genshin Impact 3.1 - Cyno Story Quest - Lupus Aureus Act 1,100:15,https://www.youtube.com/watch?v=gcVHdfFRvtk,85.71428571428571
Cyno quest Lupus Aureus Lupus Aureus gameplay,Cyno Story Quest Part 2 Complete | Oathkeeper With Sethos Lupus Aureus Chapter: Act 2 | Genshin 4.6,142:50,https://www.youtube.com/watch?v=u2yQrOZDnB0,85.71428571428571
Cyno quest Lupus Aureus Lupus Aureus gameplay,[Story Quest] Cyno Quest - Lupus Aureus Chapter Act 2: Oathkeeper,166:31,https://www.youtube.com/watch?v=-YSOtrPiH5Y,85.71428571428571
Cyno quest Lupus Aureus Lupus Aureus gameplay,Cyno Story Quest: Lupus Aureus: Act I Walkthrough (Eng),99:53,https://www.youtube.com/watch?v=tlmmyKkRT1s,85.71428571428571
Cyno quest Lupus Aureus Lupus Aureus gameplay,"Cyno's 2nd story Quest- ""Oathkeeper"" Lupus Aureus Chapter: Act 2 full walkthrough HD",151:26,https://www.youtube.com/watch?v=5PbibSPJb9M,85.71428571428571
Cyno quest Lupus Aureus Lupus Aureus gameplay,Lupus Aureus Chapter Act 1 - Sands of Solitude! | Genshin Impact - Cyno's Full Story Quest!,79:23,https://www.youtube.com/watch?v=HEy7L0bha_U,85.71428571428571
Dehya quest Mantichora Mantichora gameplay,DEHYA STORY QUEST (FULL GAMEPLAY) - Lionsblood Mantichora Chapter Act I,97:05,https://www.youtube.com/watch?v=irawprdo7Wg,100.0
Dehya quest Mantichora Mantichora gameplay,Genshin Impact: Dehya Story Quest - Mantichora Chapter - Update 3.5 - iOS Walkthrough Part 1108,101:18,https://www.youtube.com/watch?v=wYDXeamXshU,80.0
Dehya quest Mantichora Mantichora gameplay,Dehya Story Quest | Mantichora Chapter Act 1: Lionsblood Full Walkthrough | Genshin 3.5,110:00,https://www.youtube.com/watch?v=qLWcv6pQn6s,80.0
Dehya quest Mantichora Mantichora gameplay,"Dehya's Story Quest, Mantichora Chapter: Act 1 - Lionsblood [3.5]",88:36,https://www.youtube.com/watch?v=0iB1NzPatF0,80.0
Dehya quest Mantichora Mantichora gameplay,Dehya Story Quest Full | Lionsblood Mantichora Chapter: Act I Kusayla Backstory | Genshin Impact 3.5,90:27,https://www.youtube.com/watch?v=-CqTXO5xRcI,80.0
Dehya quest Mantichora Mantichora gameplay,Dehya Story Quest - Lionsblood - All Dialogue Options - Mantichora: Act I,104:16,https://www.youtube.com/watch?v=nRr4Nq7bTuE,80.0
Dehya quest Mantichora Mantichora gameplay,Genshin Impact - Dehya Story Quest Part 1 - Mantichora Chapter: Act 1 Lionsblood (PlayStation 5),56:59,https://www.youtube.com/watch?v=S-qmLN2EosU,80.0
Dehya quest Mantichora Mantichora gameplay,Dehya Story Quest: Mantichora Chapter: Act 1 Lionsblood | Genshin Impact 3.5,93:56,https://www.youtube.com/watch?v=8Y1cvd3xIE4,80.0
Dehya quest Mantichora Mantichora gameplay,[Character Story Quest] Dehya Story Quest - Mantichora Chapter Act 1: Lionsblood,111:49,https://www.youtube.com/watch?v=QlMj-QN8bBw,80.0
Dehya quest Mantichora Mantichora gameplay,Dehya Main Story Lionsblood Speed Run Guide | Mantichora Chapter: Act I Complete,32:00,https://www.youtube.com/watch?v=j9xCjRdWlmc,60.0
Diluc quest Noctua Noctua gameplay,Diluc Story Quest | Darknight Hero's Alibi | Noctua Chapter: Act 1 | Genshin Impact | Gameplay,50:35,https://www.youtube.com/watch?v=kP_cfm7Ngms,100.0
Diluc quest Noctua Noctua gameplay,Diluc Story Quest | Noctua Chapter: Act I | Darknight Hero's Alib,52:02,https://www.youtube.com/watch?v=VGrBznvMwwE,80.0
Diluc quest Noctua Noctua gameplay,"Diluc Story Quest ""Noctua Chapter: Act I - Darknight Hero's Alibi""",57:24,https://www.youtube.com/watch?v=TMMmr7BOEJA,80.0
Diluc quest Noctua Noctua gameplay,Genshin Impact | Story Quest - Noctua: Act I (Diluc),82:59,https://www.youtube.com/watch?v=4CpVB2h_fN0,80.0
Diluc quest Noctua Noctua gameplay,[Character Quest] Diluc Story Quest - Noctua Chapter Act 1 - Darknight Hero's Alibi,51:24,https://www.youtube.com/watch?v=T9uhoSHYMGY,80.0
Diluc quest Noctua Noctua gameplay,Noctua Chapter : Act - 1 | Diluc Story Quest,59:24,https://www.youtube.com/watch?v=TM_GhU960GI,80.0
Diluc quest Noctua Noctua gameplay,Diluc Story Quest - Ch Noctua,6:38,https://www.youtube.com/watch?v=sPlT0Agor1w,80.0
Diluc quest Noctua Noctua gameplay,Diluc's Story Quest | Noctua Chapter: Act I Darknight Hero's Alibi | Genshin Impact,47:14,https://www.youtube.com/watch?v=uayiR0a_pyg,80.0
Diluc quest Noctua Noctua gameplay,Noctua: Act 1 | Diluc's Character Story | Patch 1.0 | Genshin Impact,45:11,https://www.youtube.com/watch?v=djx6rfsLMRI,60.0
Diluc quest Noctua Noctua gameplay,Diluc Story | Noctua Act I | English Audio | Genshin Impact | No Commentary,49:12,https://www.youtube.com/watch?v=G79ikj4uvOM,60.0
Emilie quest Pomum de Ambra Pomum de Ambra gameplay,EMILIE Story Quest: Pomum de Ambra Chapter: Act I (FULL Gameplay) | Genshin Impact 4.8,123:09,https://www.youtube.com/watch?v=-wdcEpY1-gE,100.0
Emilie quest Pomum de Ambra Pomum de Ambra gameplay,Pomum de Ambra (Emilie Story Quest),63:27,https://www.youtube.com/watch?v=XvDPvtJV2NE,88.88888888888889
Emilie quest Pomum de Ambra Pomum de Ambra gameplay,Pomum de Ambra (Emilie Story Quest),5:41,https://www.youtube.com/watch?v=eL72IiSpWJw,88.88888888888889
Emilie quest Pomum de Ambra Pomum de Ambra gameplay,"Emilie Story Quest HD Complete | Floral Debt, Blood Due Pomum De Ambra Chapter: Act 1 | Genshin 4.8",117:45,https://www.youtube.com/watch?v=UyzJMwTr5ns,88.88888888888889
Emilie quest Pomum de Ambra Pomum de Ambra gameplay,POMUM DE AMBRA : ACT 1 EMILIE'S QUEST | WALKTHROUGH ☺️ #genshinimpact,90:36,https://www.youtube.com/watch?v=u1NxLnq57Dg,88.88888888888889
Emilie quest Pomum de Ambra Pomum de Ambra gameplay,[Full Guide] Emilie's Story Quest | Pomum de Ambra Chapter | Genshin Impact,140:59,https://www.youtube.com/watch?v=9tqOHdJAKpQ,88.88888888888889
Emilie quest Pomum de Ambra Pomum de Ambra gameplay,Bag.I Ch.Pomum de Ambra - Aroma Awal: Utang Bunga - [Emilie Story Quest],43:38,https://www.youtube.com/watch?v=FgQPzi-tsQo,88.88888888888889
Emilie quest Pomum de Ambra Pomum de Ambra gameplay,[Genshin Impact 108] Emilie's Story Quest - Pomum de Ambra Chapter Act 1,131:33,https://www.youtube.com/watch?v=h2z08uwJHh0,88.88888888888889
Emilie quest Pomum de Ambra Pomum de Ambra gameplay,[Genshin Impact] Pomum de Ambra Chapter: Act I (Emilie Story Quest),156:49,https://www.youtube.com/watch?v=qrB533ZTdzU,88.88888888888889
Emilie quest Pomum de Ambra Pomum de Ambra gameplay,"Pomum de Ambra Chapter: Act I - Floral Debt, Blood Due | Emilie Story Quest - Genshin Impact",143:44,https://www.youtube.com/watch?v=DYA-wJymhoQ,88.88888888888889
